INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I162037458,00423,Aggravated Assault,ASSAULT - AGGRAVATED,C11,436,Y,2016-05-13 18:36:00,2016,5,Friday,18,Part One,WASHINGTON ST,42.28908473,-71.07122181,"(42.28908473, -71.07122181)"
I162037458,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,436,Y,2016-05-13 18:36:00,2016,5,Friday,18,Part One,WASHINGTON ST,42.28908473,-71.07122181,"(42.28908473, -71.07122181)"
I162038029,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,399,Y,2016-05-15 23:13:00,2016,5,Sunday,23,Part One,WALTON ST,42.28724944,-71.07076867,"(42.28724944, -71.07076867)"
I162038029,00423,Aggravated Assault,ASSAULT - AGGRAVATED,C11,399,Y,2016-05-15 23:13:00,2016,5,Sunday,23,Part One,WALTON ST,42.28724944,-71.07076867,"(42.28724944, -71.07076867)"
I162002052,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,461,Y,2016-05-24 16:05:00,2016,5,Tuesday,16,Part One,MOUNT BOWDOIN TER,42.30338366,-71.07574685,"(42.30338366, -71.07574685)"
I162041694,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,257,Y,2016-05-28 01:35:00,2016,5,Saturday,1,Part One,HANCOCK ST,42.314019,-71.06547605,"(42.31401900, -71.06547605)"
I162043232,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,823,Y,2016-06-02 03:42:00,2016,6,Thursday,3,Part One,CUSHING AVE,42.31290014,-71.06131063,"(42.31290014, -71.06131063)"
I162046888,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,335,Y,2016-06-14 00:31:00,2016,6,Tuesday,0,Part One,BARRY ST,42.30870401,-71.06844484,"(42.30870401, -71.06844484)"
I162046888,03125,Warrant Arrests,WARRANT ARREST,C11,335,Y,2016-06-14 00:31:00,2016,6,Tuesday,0,Part Three,BARRY ST,42.30870401,-71.06844484,"(42.30870401, -71.06844484)"
I162047077,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,396,Y,2016-06-14 16:57:00,2016,6,Tuesday,16,Part One,DORCHESTER AVE,42.29025219,-71.06304942,"(42.29025219, -71.06304942)"
I162049376,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,817,Y,2016-06-21 20:24:00,2016,6,Tuesday,20,Part One,WAINWRIGHT ST,42.28921036,-71.06646501,"(42.28921036, -71.06646501)"
I162054043,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,257,Y,2016-07-07 11:36:00,2016,7,Thursday,11,Part One,HANCOCK ST,42.31319382,-71.06500833,"(42.31319382, -71.06500833)"
I162054043,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,257,Y,2016-07-07 11:36:00,2016,7,Thursday,11,Part One,HANCOCK ST,42.31319382,-71.06500833,"(42.31319382, -71.06500833)"
I162054882,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,332,Y,2016-07-10 15:48:00,2016,7,Sunday,15,Part One,BELLEVUE ST,42.31212341,-71.06820729,"(42.31212341, -71.06820729)"
I162059501,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,341,Y,2016-07-25 23:20:00,2016,7,Monday,23,Part One,STONEHURST ST,42.30444352,-71.06778638,"(42.30444352, -71.06778638)"
I162059501,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,341,Y,2016-07-25 23:20:00,2016,7,Monday,23,Part One,STONEHURST ST,42.30444352,-71.06778638,"(42.30444352, -71.06778638)"
I162060517,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,334,Y,2016-07-29 00:53:00,2016,7,Friday,0,Part One,TRULL ST,42.31184601,-71.06684447,"(42.31184601, -71.06684447)"
I162061073,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,360,Y,2016-07-30 22:42:00,2016,7,Saturday,22,Part One,BOURNESIDE ST,,,
I162061140,01402,Vandalism,VANDALISM,C11,459,Y,2016-07-31 03:48:00,2016,7,Sunday,3,Part Two,WASHINGTON ST,42.30511791,-71.08019088,"(42.30511791, -71.08019088)"
I162061140,01402,Vandalism,VANDALISM,C11,459,Y,2016-07-31 03:48:00,2016,7,Sunday,3,Part Two,WASHINGTON ST,42.30511791,-71.08019088,"(42.30511791, -71.08019088)"
I162061140,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,459,Y,2016-07-31 03:48:00,2016,7,Sunday,3,Part One,WASHINGTON ST,42.30511791,-71.08019088,"(42.30511791, -71.08019088)"
I162061140,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,459,Y,2016-07-31 03:48:00,2016,7,Sunday,3,Part One,WASHINGTON ST,42.30511791,-71.08019088,"(42.30511791, -71.08019088)"
I162061140,01510,Firearm Violations,WEAPON - FIREARM - OTHER VIOLATION,C11,459,Y,2016-07-31 03:48:00,2016,7,Sunday,3,Part Two,WASHINGTON ST,42.30511791,-71.08019088,"(42.30511791, -71.08019088)"
I162061140,01510,Firearm Violations,WEAPON - FIREARM - OTHER VIOLATION,C11,459,Y,2016-07-31 03:48:00,2016,7,Sunday,3,Part Two,WASHINGTON ST,42.30511791,-71.08019088,"(42.30511791, -71.08019088)"
I162069471,00111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,344,Y,2016-08-27 01:39:00,2016,8,Saturday,1,Part One,WESTVILLE ST,42.30010597,-71.0710271,"(42.30010597, -71.07102710)"
I162069477,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,336,Y,2016-08-27 02:51:00,2016,8,Saturday,2,Part One,NORTON ST,42.30626521,-71.06864556,"(42.30626521, -71.06864556)"
I162073953,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11, ,Y,2016-09-10 23:07:00,2016,9,Saturday,23,Part One,,,,
I162075905,00111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,366,Y,2016-09-17 02:19:00,2016,9,Saturday,2,Part One,FLORIDA ST,42.2901783,-71.05937392,"(42.29017830, -71.05937392)"
I162075905,00111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,366,Y,2016-09-17 02:19:00,2016,9,Saturday,2,Part One,FLORIDA ST,42.2901783,-71.05937392,"(42.29017830, -71.05937392)"
I162075905,00111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,366,Y,2016-09-17 02:19:00,2016,9,Saturday,2,Part One,FLORIDA ST,42.2901783,-71.05937392,"(42.29017830, -71.05937392)"
I162076074,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,358,Y,2016-09-17 18:57:00,2016,9,Saturday,18,Part One,CLAYBOURNE ST,42.29653192,-71.07125916,"(42.29653192, -71.07125916)"
I162077078,00111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,823,Y,2016-09-20 20:06:00,2016,9,Tuesday,20,Part One,DOWNER AVE,42.31154172,-71.06122543,"(42.31154172, -71.06122543)"
I162080713,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,461,Y,2016-10-02 16:47:00,2016,10,Sunday,16,Part One,BOWDOIN AVE,42.3031123,-71.0770751,"(42.30311230, -71.07707510)"
I162085432,03125,Warrant Arrests,WARRANT ARREST,C11,361,Y,2016-10-18 17:43:00,2016,10,Tuesday,17,Part Three,DORCHESTER AVE,42.29480297,-71.06175129,"(42.29480297, -71.06175129)"
I162085432,00111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,361,Y,2016-10-18 17:43:00,2016,10,Tuesday,17,Part One,DORCHESTER AVE,42.29480297,-71.06175129,"(42.29480297, -71.06175129)"
I162085177,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,396,Y,2016-10-18 18:03:00,2016,10,Tuesday,18,Part One,WELLES AVE,42.2896322,-71.06490373,"(42.28963220, -71.06490373)"
I162088581,00111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,460,Y,2016-10-29 14:27:00,2016,10,Saturday,14,Part One,WASHINGTON ST,42.30422176,-71.07918459,"(42.30422176, -71.07918459)"
I162088581,00111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,460,Y,2016-10-29 14:27:00,2016,10,Saturday,14,Part One,WASHINGTON ST,42.30422176,-71.07918459,"(42.30422176, -71.07918459)"
I162088605,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,358,Y,2016-10-29 16:27:00,2016,10,Saturday,16,Part One,GENEVA AVE,42.2991807,-71.06429139,"(42.29918070, -71.06429139)"
I162089429,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,358,Y,2016-11-01 14:16:00,2016,11,Tuesday,14,Part One,WALDECK ST,42.29881968,-71.06570084,"(42.29881968, -71.06570084)"
I162090597,00111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,345,Y,2016-11-05 00:39:00,2016,11,Saturday,0,Part One,BENTHAM RD,42.30328747,-71.06363409,"(42.30328747, -71.06363409)"
I162093213,03170,Other,INTIMIDATING WITNESS,C11,359,Y,2016-11-14 14:57:00,2016,11,Monday,14,Part Three,WASHINGTON ST,42.29481426,-71.07200871,"(42.29481426, -71.07200871)"
I162093213,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,359,Y,2016-11-14 14:57:00,2016,11,Monday,14,Part One,WASHINGTON ST,42.29481426,-71.07200871,"(42.29481426, -71.07200871)"
I162097703,00361,Robbery,ROBBERY - OTHER,C11,400,Y,2016-11-30 14:20:48,2016,11,Wednesday,14,Part One,ASHMONT ST,42.28531158,-71.07060801,"(42.28531158, -71.07060801)"
I162105651,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,340,Y,2016-12-28 21:57:00,2016,12,Wednesday,21,Part One,DRAPER ST,42.30540715,-71.06547135,"(42.30540715, -71.06547135)"
I162106131,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,336,Y,2016-12-30 16:29:00,2016,12,Friday,16,Part One,BOWDOIN ST,42.30431938,-71.06962209,"(42.30431938, -71.06962209)"
