INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I172033274,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,332,Y,2017-04-28 22:27:00,2017,4,Friday,22,Part One,TRULL ST,42.31250816,-71.06546757,"(42.31250816, -71.06546757)"
I172033274,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,332,Y,2017-04-28 22:27:00,2017,4,Friday,22,Part One,TRULL ST,42.31250816,-71.06546757,"(42.31250816, -71.06546757)"
I172033274,01402,Vandalism,VANDALISM,C11,332,Y,2017-04-28 22:27:00,2017,4,Friday,22,Part Two,TRULL ST,42.31250816,-71.06546757,"(42.31250816, -71.06546757)"
I172033274,01402,Vandalism,VANDALISM,C11,332,Y,2017-04-28 22:27:00,2017,4,Friday,22,Part Two,TRULL ST,42.31250816,-71.06546757,"(42.31250816, -71.06546757)"
I172035784,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,334,Y,2017-05-07 02:04:00,2017,5,Sunday,2,Part One,RONAN ST,42.31106545,-71.06693233,"(42.31106545, -71.06693233)"
I172035784,02010,HOME INVASION,HOME INVASION,C11,334,Y,2017-05-07 02:04:00,2017,5,Sunday,2,,RONAN ST,42.31106545,-71.06693233,"(42.31106545, -71.06693233)"
I172037641,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,257,Y,2017-05-13 13:40:00,2017,5,Saturday,13,Part One,SCHROEDER PLZ,42.33367922,-71.09187755,"(42.33367922, -71.09187755)"
I172037641,03130,Search Warrants,SEARCH WARRANT,C11,257,Y,2017-05-13 13:40:00,2017,5,Saturday,13,Part Three,SCHROEDER PLZ,42.33367922,-71.09187755,"(42.33367922, -71.09187755)"
I172037641,03130,Search Warrants,SEARCH WARRANT,C11,257,Y,2017-05-13 13:40:00,2017,5,Saturday,13,Part Three,SCHROEDER PLZ,42.33367922,-71.09187755,"(42.33367922, -71.09187755)"
I172037641,01501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",C11,257,Y,2017-05-13 13:40:00,2017,5,Saturday,13,Part Two,SCHROEDER PLZ,42.33367922,-71.09187755,"(42.33367922, -71.09187755)"
I172037641,01501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",C11,257,Y,2017-05-13 13:40:00,2017,5,Saturday,13,Part Two,SCHROEDER PLZ,42.33367922,-71.09187755,"(42.33367922, -71.09187755)"
I172037641,01848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C11,257,Y,2017-05-13 13:40:00,2017,5,Saturday,13,Part Two,SCHROEDER PLZ,42.33367922,-71.09187755,"(42.33367922, -71.09187755)"
I172037641,01848,Drug Violation,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,C11,257,Y,2017-05-13 13:40:00,2017,5,Saturday,13,Part Two,SCHROEDER PLZ,42.33367922,-71.09187755,"(42.33367922, -71.09187755)"
I172037641,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,257,Y,2017-05-13 13:40:00,2017,5,Saturday,13,Part One,SCHROEDER PLZ,42.33367922,-71.09187755,"(42.33367922, -71.09187755)"
I172037777,00111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,462,Y,2017-05-13 22:57:00,2017,5,Saturday,22,Part One,NOTTINGHAM ST,42.30116811,-71.07347571,"(42.30116811, -71.07347571)"
I172039041,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,257,Y,2017-05-18 01:48:00,2017,5,Thursday,1,Part One,CUSHING AVE,42.31475867,-71.0646089,"(42.31475867, -71.06460890)"
I172040210,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,357,Y,2017-05-21 20:55:00,2017,5,Sunday,20,Part One,GENEVA AVE,42.30080999,-71.06705066,"(42.30080999, -71.06705066)"
I172041368,03006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,347,Y,2017-05-25 15:02:00,2017,5,Thursday,15,Part Three,ADAMS ST,42.30569111,-71.06164783,"(42.30569111, -71.06164783)"
I172045363,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,332,Y,2017-06-07 22:28:00,2017,6,Wednesday,22,Part One,GLENDALE ST,42.31326923,-71.06585779,"(42.31326923, -71.06585779)"
I172045363,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,332,Y,2017-06-07 22:28:00,2017,6,Wednesday,22,Part One,GLENDALE ST,42.31326923,-71.06585779,"(42.31326923, -71.06585779)"
I172046423,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,335,Y,2017-06-11 12:48:00,2017,6,Sunday,12,Part One,BARRY ST,42.30870401,-71.06844484,"(42.30870401, -71.06844484)"
I172048352,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,395,Y,2017-06-16 22:33:00,2017,6,Friday,22,Part One,VAN WINKLE ST,42.28250165,-71.0636383,"(42.28250165, -71.06363830)"
I172048679,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,352,Y,2017-06-18 03:02:00,2017,6,Sunday,3,Part One,ARCADIA ST,42.30183841,-71.06127819,"(42.30183841, -71.06127819)"
I172048679,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,352,Y,2017-06-18 03:02:00,2017,6,Sunday,3,Part One,ARCADIA ST,42.30183841,-71.06127819,"(42.30183841, -71.06127819)"
I172051378,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,351,Y,2017-06-26 16:14:00,2017,6,Monday,16,Part One,LINCOLN ST,42.29979065,-71.05954439,"(42.29979065, -71.05954439)"
I172051926,03125,Warrant Arrests,WARRANT ARREST,C11,400,Y,2017-06-28 09:57:00,2017,6,Wednesday,9,Part Three,ASHMONT ST,42.28519774,-71.0677511,"(42.28519774, -71.06775110)"
I172051926,00111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,400,Y,2017-06-28 09:57:00,2017,6,Wednesday,9,Part One,ASHMONT ST,42.28519774,-71.0677511,"(42.28519774, -71.06775110)"
I172052482,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,358,Y,2017-06-29 20:30:00,2017,6,Thursday,20,Part One,GENEVA AVE,42.2991807,-71.06429139,"(42.29918070, -71.06429139)"
I172052482,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,358,Y,2017-06-29 20:30:00,2017,6,Thursday,20,Part One,GENEVA AVE,42.2991807,-71.06429139,"(42.29918070, -71.06429139)"
I172053885,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,337,Y,2017-07-04 16:54:00,2017,7,Tuesday,16,Part One,DEVON ST,42.30724276,-71.07558677,"(42.30724276, -71.07558677)"
I172054407,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,823,Y,2017-07-06 00:22:00,2017,7,Thursday,0,Part One,CUSHING AVE,42.3134571,-71.06271009,"(42.31345710, -71.06271009)"
I172054477,00423,Aggravated Assault,ASSAULT - AGGRAVATED,C11,332,Y,2017-07-06 10:38:00,2017,7,Thursday,10,Part One,COLUMBIA RD,42.31363409,-71.06778025,"(42.31363409, -71.06778025)"
I172054477,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,332,Y,2017-07-06 10:38:00,2017,7,Thursday,10,Part One,COLUMBIA RD,42.31363409,-71.06778025,"(42.31363409, -71.06778025)"
I172054982,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,358,Y,2017-07-07 22:43:00,2017,7,Friday,22,Part One,TONAWANDA ST,42.2985085,-71.06786956,"(42.29850850, -71.06786956)"
I172055874,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,357,Y,2017-07-10 21:30:00,2017,7,Monday,21,Part One,DAKOTA ST,42.2984758,-71.07303154,"(42.29847580, -71.07303154)"
I172057678,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,398,Y,2017-07-16 22:11:00,2017,7,Sunday,22,Part One,TALBOT AVE,42.29019621,-71.07159012,"(42.29019621, -71.07159012)"
I172058490,02662,Ballistics,BALLISTICS EVIDENCE/FOUND,C11,355,Y,2017-07-19 11:35:00,2017,7,Wednesday,11,Part Two,ADAMS ST,42.2972764,-71.05667294,"(42.29727640, -71.05667294)"
I172058490,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,355,Y,2017-07-19 11:35:00,2017,7,Wednesday,11,Part One,ADAMS ST,42.2972764,-71.05667294,"(42.29727640, -71.05667294)"
I172062994,00111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,349,Y,2017-08-02 16:02:00,2017,8,Wednesday,16,Part One,ADAMS ST,42.30385443,-71.06087585,"(42.30385443, -71.06087585)"
I172065913,01501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",C11,345,Y,2017-08-11 15:03:00,2017,8,Friday,15,Part Two,DRAPER ST,42.30168622,-71.06328901,"(42.30168622, -71.06328901)"
I172065913,00423,Aggravated Assault,ASSAULT - AGGRAVATED,C11,345,Y,2017-08-11 15:03:00,2017,8,Friday,15,Part One,DRAPER ST,42.30168622,-71.06328901,"(42.30168622, -71.06328901)"
I172065913,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,345,Y,2017-08-11 15:03:00,2017,8,Friday,15,Part One,DRAPER ST,42.30168622,-71.06328901,"(42.30168622, -71.06328901)"
I172068602,03410,Towed,TOWED MOTOR VEHICLE,C11,817,Y,2017-08-20 00:03:00,2017,8,Sunday,0,Part Three,WELLES AVE,42.28944478,-71.06559395,"(42.28944478, -71.06559395)"
I172068602,03410,Towed,TOWED MOTOR VEHICLE,C11,817,Y,2017-08-20 00:03:00,2017,8,Sunday,0,Part Three,WELLES AVE,42.28944478,-71.06559395,"(42.28944478, -71.06559395)"
I172068602,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,817,Y,2017-08-20 00:03:00,2017,8,Sunday,0,Part One,WELLES AVE,42.28944478,-71.06559395,"(42.28944478, -71.06559395)"
I172068602,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,817,Y,2017-08-20 00:03:00,2017,8,Sunday,0,Part One,WELLES AVE,42.28944478,-71.06559395,"(42.28944478, -71.06559395)"
I172073486,00111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,243,Y,2017-09-05 10:46:00,2017,9,Tuesday,10,Part One,STOUGHTON ST,42.3152619,-71.06118848,"(42.31526190, -71.06118848)"
I172073486,03001,Medical Assistance,DEATH INVESTIGATION,C11,243,Y,2017-09-05 10:46:00,2017,9,Tuesday,10,Part Three,STOUGHTON ST,42.3152619,-71.06118848,"(42.31526190, -71.06118848)"
I172074007,00111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,332,Y,2017-09-06 23:15:00,2017,9,Wednesday,23,Part One,PAYSON AVE,42.31396145,-71.06685455,"(42.31396145, -71.06685455)"
I172074561,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,341,Y,2017-09-08 16:36:00,2017,9,Friday,16,Part One,STONEHURST ST,42.30444352,-71.06778638,"(42.30444352, -71.06778638)"
I172075277,03170,Other,INTIMIDATING WITNESS,C11,396,Y,2017-09-10 22:23:00,2017,9,Sunday,22,Part Three,SANTUIT ST,42.29042439,-71.0638074,"(42.29042439, -71.06380740)"
I172075277,00111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,396,Y,2017-09-10 22:23:00,2017,9,Sunday,22,Part One,SANTUIT ST,42.29042439,-71.0638074,"(42.29042439, -71.06380740)"
I172075277,01501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",C11,396,Y,2017-09-10 22:23:00,2017,9,Sunday,22,Part Two,SANTUIT ST,42.29042439,-71.0638074,"(42.29042439, -71.06380740)"
I172075277,03001,Medical Assistance,DEATH INVESTIGATION,C11,396,Y,2017-09-10 22:23:00,2017,9,Sunday,22,Part Three,SANTUIT ST,42.29042439,-71.0638074,"(42.29042439, -71.06380740)"
I172078541,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,236,Y,2017-09-21 11:33:00,2017,9,Thursday,11,Part One,E COTTAGE ST,42.31853245,-71.05778998,"(42.31853245, -71.05778998)"
I172079451,00301,Robbery,ROBBERY - STREET,C11,340,Y,2017-09-23 22:19:00,2017,9,Saturday,22,Part One,FOX ST,42.30609597,-71.06425709,"(42.30609597, -71.06425709)"
I172081437,00111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,359,Y,2017-09-29 19:51:00,2017,9,Friday,19,Part One,WASHINGTON ST,42.29481426,-71.07200871,"(42.29481426, -71.07200871)"
I172081437,03001,Medical Assistance,DEATH INVESTIGATION,C11,359,Y,2017-09-29 19:51:00,2017,9,Friday,19,Part Three,WASHINGTON ST,42.29481426,-71.07200871,"(42.29481426, -71.07200871)"
I172081989,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,342,Y,2017-10-01 21:57:00,2017,10,Sunday,21,Part One,TOPLIFF ST,42.30443502,-71.06862907,"(42.30443502, -71.06862907)"
I172081989,02662,Ballistics,BALLISTICS EVIDENCE/FOUND,C11,342,Y,2017-10-01 21:57:00,2017,10,Sunday,21,Part Two,TOPLIFF ST,42.30443502,-71.06862907,"(42.30443502, -71.06862907)"
I172087538,00111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11, ,Y,2017-10-20 00:22:00,2017,10,Friday,0,Part One,GENEVA AVE,,,
I172097866,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,358,Y,2017-11-24 16:11:00,2017,11,Friday,16,Part One,GENEVA AVE,42.2991807,-71.06429139,"(42.29918070, -71.06429139)"
I172099946,00111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,336,Y,2017-12-01 23:47:00,2017,12,Friday,23,Part One,BOWDOIN ST,42.30536545,-71.06812632,"(42.30536545, -71.06812632)"
I172104845,03125,Warrant Arrests,WARRANT ARREST,C11,334,Y,2017-12-19 00:00:00,2017,12,Tuesday,0,Part Three,BOWDOIN ST,42.30839354,-71.06473124,"(42.30839354, -71.06473124)"
I172104845,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,334,Y,2017-12-19 00:00:00,2017,12,Tuesday,0,Part One,BOWDOIN ST,42.30839354,-71.06473124,"(42.30839354, -71.06473124)"
I172104845,00111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,334,Y,2017-12-19 00:00:00,2017,12,Tuesday,0,Part One,BOWDOIN ST,42.30839354,-71.06473124,"(42.30839354, -71.06473124)"
I172104845,02662,Ballistics,BALLISTICS EVIDENCE/FOUND,C11,334,Y,2017-12-19 00:00:00,2017,12,Tuesday,0,Part Two,BOWDOIN ST,42.30839354,-71.06473124,"(42.30839354, -71.06473124)"
I172105745,00111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,385,Y,2017-12-23 03:13:00,2017,12,Saturday,3,Part One,HILL TOP ST,42.27905426,-71.05337772,"(42.27905426, -71.05337772)"
I172105745,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,385,Y,2017-12-23 03:13:00,2017,12,Saturday,3,Part One,HILL TOP ST,42.27905426,-71.05337772,"(42.27905426, -71.05337772)"
I172106158,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,246,Y,2017-12-25 01:11:00,2017,12,Monday,1,Part One,BELFORT ST,42.31509363,-71.05494154,"(42.31509363, -71.05494154)"
