INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I152070281,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,340,Y,2015-08-24 21:55:00,2015,8,Monday,21,Part One,HAMILTON ST,42.30500848,-71.06606441,"(42.30500848, -71.06606441)"
I152080107,02662,Ballistics,BALLISTICS EVIDENCE/FOUND,C11,342,Y,2015-09-26 01:11:00,2015,9,Saturday,1,Part Two,TOPLIFF ST,42.30336787,-71.06827221,"(42.30336787, -71.06827221)"
I152080107,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,342,Y,2015-09-26 01:11:00,2015,9,Saturday,1,Part One,TOPLIFF ST,42.30336787,-71.06827221,"(42.30336787, -71.06827221)"
I152080693,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,332,Y,2015-09-28 04:49:00,2015,9,Monday,4,Part One,COLUMBIA RD,42.31363409,-71.06778025,"(42.31363409, -71.06778025)"
I152080693,01501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",C11,332,Y,2015-09-28 04:49:00,2015,9,Monday,4,Part Two,COLUMBIA RD,42.31363409,-71.06778025,"(42.31363409, -71.06778025)"
I152090355,02662,Ballistics,BALLISTICS EVIDENCE/FOUND,C11,451,Y,2015-10-31 17:21:00,2015,10,Saturday,17,Part Two,WASHINGTON ST,42.29526287,-71.07207439,"(42.29526287, -71.07207439)"
I152090355,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,451,Y,2015-10-31 17:21:00,2015,10,Saturday,17,Part One,WASHINGTON ST,42.29526287,-71.07207439,"(42.29526287, -71.07207439)"
I152091104,00111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",C11,366,Y,2015-11-03 00:15:00,2015,11,Tuesday,0,Part One,SHEPTON ST,42.28995318,-71.06076101,"(42.28995318, -71.06076101)"
I152094639,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,460,Y,2015-11-14 15:09:00,2015,11,Saturday,15,Part One,WASHINGTON ST,42.30422176,-71.07918459,"(42.30422176, -71.07918459)"
I152094689,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,355,Y,2015-11-14 16:54:00,2015,11,Saturday,16,Part One,DIX ST,42.2952182,-71.06068709,"(42.29521820, -71.06068709)"
I152094666,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,355,Y,2015-11-14 16:54:00,2015,11,Saturday,16,Part One,DIX ST,42.2952182,-71.06068709,"(42.29521820, -71.06068709)"
I152103493,01501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",C11,460,Y,2015-12-15 16:32:00,2015,12,Tuesday,16,Part Two,MORSE ST,42.30422029,-71.07840374,"(42.30422029, -71.07840374)"
I152103493,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,460,Y,2015-12-15 16:32:00,2015,12,Tuesday,16,Part One,MORSE ST,42.30422029,-71.07840374,"(42.30422029, -71.07840374)"
I152103905,00413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,358,Y,2015-12-17 02:12:00,2015,12,Thursday,2,Part One,GENEVA AVE,42.29848866,-71.06313294,"(42.29848866, -71.06313294)"
